drinkid,category_name,img,title,price,description,score,alcohol,style_info,aroma_info,flavor_info,finish_info,smoothness_info,enjoy_info,pairing_info,page
30143,Belgian Style Specialty Ale,https://www.tastings.com/Product-Images/Beer/2019/9_19_2019/228282_z.jpg,Unibroue [ Raftman Belgian Smoked Ale ],,"Hazy old gold color. Aromas of baked apple, lemon balm, hay, bubble gum, and lavender with a velvety, vibrant, effervescent, fruity medium body and a warming, interesting, medium-to-long toasted baguette and almond croissant finish. A flavorful ale that de",89 Points,5.50%,Spicy & Complex,"baked apple, lemon balm, hay, bubble gum, and lavender",toasted baguette and almond croissant,,,Now-3 years on its own and with food,"Roasted Chicken, Peking Duck, Pork Chops",103
30144,Maibock,https://www.tastings.com/Product-Images/Beer/2019/9_2_2019/229225_z.jpg,DeHop’s [ Maibock ],,"Amber color. Aromas of orange oil, roasted squash flatbread, and toasted cashew with a satiny, vibrant, effervescent, dry light-to-medium body and a polished, relaxed toasted baguette, lemon marmalade, and hints of coffee finish. A bigger-bodied lager with",89 Points,7.30%,Malty,"orange oil, roasted squash flatbread, and toasted cashew","toasted baguette, lemon marmalade, and hints of coffee",,,Now-3 years on its own and with food,"Grilled Beer-Cooked Sausages, Beef Teriyaki, Limburger",103
30145,Dark Lager,https://www.tastings.com/Product-Images/Beer/2019/9_2_2019/229226_z.jpg,DeHop’s [ Schwarzbier ],,"Dark mahogany color. Roasted aromas of old fashioned coffee, chocolate ganache, roasted pecans, chocolate covered cherries, smoky bacon, and toasty crepes with a velvety, vibrant, dryish medium body and a smooth, interesting, medium-long black toast and es",89 Points,4.90%,Crisp & Light & Malty,"old fashioned coffee, chocolate genache, roasted pecans, chocolate covered cherries, smoky bacon, and toasty crepes",black toast and espresso,,,Now-3 years on its own and with food,"Macaroni & Cheese, Steak Fajitas, Muenster",103
30146,Sour Ale,https://www.tastings.com/Product-Images/Beer/2019/7_2_2019/228853_z.jpg,Call to Arms Brewing Company [ Majestic Wolf Lamp Oak-Aged Blended Belgian-Style Sour ],,"Clear dark bronze color. Aromas of cola nut, plum, black cherry, and malted chocolate with a supple, vibrant, effervescent, fruity sweet medium body and a medium-to-long cherry compote, maple syrup, and toasted walnuts finish. A big complex sour ale for a ",89 Points,8.60%,Spicy & Complex,"cola nut, plum, black cherry, and malted chocolate","cherry compote, maple syrup, and toasted walnuts",,,Now-3 years on its own,"Wood Grilled Skirt Steak, Chicken Caesar Salad, Mascarpone",103
30147,Belgian Style IPA,https://www.tastings.com/Product-Images/Beer/2019/7_2_2019/228322_z.jpg,Collesi [ Bionda IPA ],,"Minutely hazy light gold color. Fruity, herbal, grassy aromas of seeded rye, clementine pith, toasted wheat, and orange oil with a soft, fizzy, fruity medium body and a graceful, momentary dried grass, eucalyptus oil, star anise, and honeyed green tea fini",89 Points,8.50%,Crisp & Light,"seeded rye, clementine pith, toasted wheat, and orange oil","dried grass, eucalyptus oil, star anise, and honeyed green tea",,,Now-3 years on its own,"Roasted Chicken, Pork Chops, Gorgonzola",103
30148,Flavored Ale,https://www.tastings.com/Product-Images/Beer/2019/7_2_2019/228802_z.jpg,Lift Bridge Beer Company [ Mango Blonde Ale ],,"Minutely hazy pale gold color. Weird aromas of white bread, rosemary oil, dried orange peel, and almond croissant with a lean, soft, finely carbonated, off-dry thin body and a graceful, short wheat toast, orange marmalade, apricot pit, and pressed flowers ",89 Points,4.75%,Smooth & Mild,"white bread, rosemary oil, dried orange peel, and almond croissant","wheat toast, orange marmalade, apricot pit, and pressed flowers",,,Now-3 years on its own,"Shepherd’s Pie, Cassoulet, Sauerbraten",103
30149,Sour Ale,https://www.tastings.com/Product-Images/Beer/2019/7_2_2019/228803_z.jpg,Lift Bridge Beer Company [ Jibe Talkin Apricot Sour Ale ],,"Minutely hazy old gold color. Fruity, funky aromas of apricot nectar, pears in syrup, peach tea, and nectarine with a rough, crisp, fizzy, light body and a seamless, odd, medium-length tomato leaf, apricot, and toast finish. A beer with inviting stone frui",89 Points,4.50%,Crisp & Light,"apricot nectar, pears in syrup, peach tea, and nectarine","tomato leaf, apricot, and toast",,,Now-3 years Enjoy with food,"Ceviche, Chicken Caesar Salad, Mascarpone",104
30150,Saison,https://www.tastings.com/Product-Images/Beer/2019/7_2_2019/228804_z.jpg,Lift Bridge Beer Company [ Farm Girl Saison ],,"Pale golden yellow color. Fruity, floral aromas of banana, marzipan, and dried tea with a round, flat, effervescent, fruity light body and a smooth, breezy banana bread, lemon soda, and crackers finish. A fruit-forward saison for hot summer days.",89 Points,5.50%,Juicy & Smooth,"banana, marzipan, and dried tea","banana bread, lemon soda, and crackers",,,Now-3 years Enjoy on its own,"Chicken Piccata, Ceviche, Aged Gouda",104
30151,Lambic,https://www.tastings.com/Product-Images/Beer/2019/7_2_2019/228848_z.jpg,Lindemans [ Young Lambic Ale ],,"Minutely hazy pale gold color. Citrusy, vinegary, phenolic, peppery aromas of lemon pith, apple cider vinegar, apricot, and shortbread with a lightly tannic, crisp, petillant, dry-yet-fruity light body and a sleek, interesting, breezy orange zest, raw almo",89 Points,5%,"Crisp & Light, Sweet & Fruity, Sour & Tart & Spicy & Complex","lemon pith, apple cider vinegar, apricot, and shortbread","orange zest, raw almonds, sourdough, and underripe mango",,,Now-3 years on its own and with food,"Crudite, Chicken Caesar Salad, Mascarpone",104
30152,Flavored Berliner Weisse,https://www.tastings.com/Product-Images/Beer/2019/7_2_2019/228856_z.jpg,Revival Brewing Co. [ Pinky Swear Raspberry Berliner Weisse ],,"Cloudy light amber color. Jammy, fruity aromas of strawberry jam, fresh rhubarb, sea salt, and currants with a soft, tangy, frothy, briny light body and a polished, breezy raspberry shrub, strawberry, and strawberry jam finish. A tangy, fruity beer with ou",89 Points,5.50%,Sour & Tart & Sweet & Fruity,"strawberry jam, fresh rhubarb, sea salt, and currants","raspberry shrub, strawberry, and strawberry jam",,,Now-3 years Enjoy on its own,"Grilled Salmon, Chicken Caesar Salad, Neufchatel",104
30153,Fruit-Flavored Hard Seltzer,https://www.tastings.com/Product-Images/Beer/2019/6_3_2019/228748_z.jpg,Bravazzi [ Clementina Italian Hard Soda ],,"Hazy bright gold color. Aromas and flavors of citrus punch, lemon-lime soda, and blood orange with a silky, vibrant, spritzy, fruity sweet light-to-medium body and a medium-to-long finish with notes of fresh oranges and fresh herbs finish. A juicy spritzer",89 Points,4.20%,Rich & Full,"citrus punch, lemon-lime soda, and blood orange",Same as aromas with notes of fresh oranges and fresh herbs,,,on its own and with food,,104
30154,Fruit-Flavored Hard Seltzer,https://www.tastings.com/Product-Images/Beer/2019/6_3_2019/228749_z.jpg,Bravazzi [ Grapefruit Italian Hard Soda ],,"Minutely hazy silvery pink color. Aromas of pink grapefruit candies and cannabis with a satiny, crisp, spritzy, fruity sweet light-to-medium body and a seamless, buoyant white grapefruit and tangerine finish. A fruity, crushable grapefruit hard soda that o",89 Points,4.20%,Crisp & Lively,pink grapefruit candies and cannabis,white grapefruit and tangerine,,,Enjoy on its own,,104
30155,Fruit-Flavored Hard Seltzer,https://www.tastings.com/Product-Images/Beer/2019/6_3_2019/228809_z.jpg,Mighty Swell [ Grapefruit Spiked Spritzer ],,"Dark pink color. Aromas and flavors of fresh ruby red grapefruit and white grapefruit zest with a satiny, lively, effervescent, fruity light body and a smooth, delightful, medium-length finish with overtones of citrus powder finish. A light and refreshing ",89 Points,5%,Juicy & Smooth,fresh ruby red grapefruit and white grapefruit zest,Same as aromas with overtones of citrus powder,,,on its own,,104
30156,Flavored Stout,https://www.tastings.com/Product-Images/Beer/2019/5_19_2019/227526_z.jpg,Argus Brewery [ Golden Prairie Maple Stout ],,"Dark opaque walnut color. Aromas of coffee with cream, dried jerky, Tootsie roll, and roasted cherry with a creamy, soft, spritzy, moderately sweet medium-to-full body and a graceful, charming, medium-length cola nut, balsamic reduction, peanut shell, and ",89 Points,7.50%,Malty & Smooth & Mild,"coffee with cream, dried jerky, Tootsie roll, and roasted cherry","cola nut, balsamic reduction, peanut shell, and smoked maple syrup",,,on its own and with food,"Mexican Chocolate with Peppers, Shepherd’s Pie, Beef Stroganoff",104
30157,ESB,https://www.tastings.com/Product-Images/Beer/2019/5_2_2019/227524_z.jpg,Argus Brewery [ Bloodshot Red E.S.B. ],,"Clear medium amber color. Aromas of ruby red grapefruit peel, passionfruit, wildflower stems, and green onion with a silky, bright, spritzy, fruity light-to-medium body and a smooth, medium-length honey graham cracker, fresh chive, light rye bread, and ora",89 Points,5.40%,Crisp & Light & Malty,"ruby red grapefruit peel, passionfruit, wildflower stems, and green onion","honey graham cracker, fresh chive, light rye bread, and orange pith",,,on its own,"Macaroni & Cheese, Fish & Chips, Havarti",104
30158,Imperial IPA,https://www.tastings.com/Product-Images/Beer/2019/5_2_2019/228235_z.jpg,Revolver Brewing [ Mullet Cutter English-Style Double IPA ],,"Brilliant medium dark red oak color. Aromas of fresh oak, fenugreek, red bean ice cream, and caramel syrup with a thick, soft, spritzy, dry-yet-fruity medium-to-full body and a tingling, compelling, medium-length German black bread, leather, and caramel ma",89 Points,9.00%,"Malty, Hoppy & Rich & Heavy","fresh oak, fenugreek, red bean ice cream, and caramel syrup","German black bread, leather, and caramel malt syrup",,,Enjoy on its own,"Tacos, Ribs, Stilton",104
30159,Imperial IPA,https://www.tastings.com/Product-Images/Beer/2019/5_2_2019/228213_z.jpg,Wild Leap Brew Co. [ OG: Cascade Double IPA ],,"Hazy pale gold color. Aromas of orange creamsicle, lemon Italian ice, and honeycomb with a slightly chewy, spritzy, dry-yet-fruity medium-to-full body and a tingling, brisk orange lollipop, fresh arugula, lemon basil, and pink peppercorn finish. A chewy, j",89 Points,8.10%,Hoppy,"orange creamsicle, lemon Italian ice, and honeycomb","orange lollipop, fresh arugula, lemon basil, and pink peppercorn",,,Enjoy on its own,"Stilton, Ribs, Stilton",104
30160,Saison,https://www.tastings.com/Product-Images/Beer/2019/4_2_2019/227630_z.jpg,Unibroue [ A Tout Le Monde Megadeth Saison ],,"Hazy light gold color. Floral aromas of lemon and lavender soap, herb and cheese focaccia, fennel custard, and tea and leather with a satiny, crisp, effervescent, dryish medium-to-full body and a tingling, delightful, medium-long spiced pineapple slices wi",89 Points,4.50%,"Malty, Spicy & Complex & Crisp & Light","lemon and lavender soap, herb and cheese focaccia, fennel custard, and tea and leather","spiced pineapple slices with lychee, peppered nuts, and radicchio and mustard greens",,,on its own,"Chicken Piccata, Ceviche, Aged Gouda",104
30161,Session IPA,https://www.tastings.com/Product-Images/Beer/2019/4_2_2019/227897_z.jpg,Veza Sur Brewing Co. [ Mala Yerba Session IPA ],,"Gold color. Aromas and flavors of pineapple mango Danish and hard boiled egg with Canadian bacon with a supple, crisp, finely carbonated, dry-yet-fruity medium body and a tingling, stimulating, medium-long finish that shows notes of lemon peppercorn muffin",89 Points,5.20%,Hoppy & Smooth & Mild,pineapple mango Danish and hard boiled egg with Canadian bacon,"Same as aromas with notes of lemon peppercorn muffin, endive, dried papaya, and rooibos",,,on its own and with food,"Cheeseburger, Hot Dog, Vintage Cheddar",105
30162,Fruit Beer,https://www.tastings.com/Product-Images/Beer/2019/4_2_2019/227898_z.jpg,Veza Sur Brewing Co. [ Mangolandia Blonde Ale ],,"Yellow color. Interesting, toasty aromas of rice krispies cereal and sesame mango pastry with a velvety, crisp, finely carbonated, off-dry medium-to-full body and a sleek, appealing, medium-length peach-mango salsa and sorbet and chilaquiles finish. A nice",89 Points,4.80%,"Smooth & Mild, Crisp & Light & Sweet & Fruity",rice krispies cereal and sesame mango pastry,peach-mango salsa and sorbet and chilaquiles,,,on its own and with food,"Grilled Tuna Sandwich, Grilled Fish With Mango Salsa, Mascarpone",105
30163,Pilsner,https://www.tastings.com/Product-Images/Beer/2019/3_2_2019/227823_z.jpg,ABK [ Pils ],,"Hazy light gold color. Aromas of lemon tea and fresh pineapple with a silky, crisp, effervescent, dry-yet-fruity light body and a charming, breezy lemon zest, lemon pith, chopped fresh herbs, and fresh baguette finish. A citrusy and refreshing craft Pilsne",89 Points,5.00%,Crisp & Light & Smooth & Mild,lemon tea and fresh pineapple,"lemon zest, lemon pith, chopped fresh herbs, and fresh baguette",,,Now on its own and with food,"Grilled Chicken Sandwich, Cobb Salad, Mild Cheddar",105
30164,Pale Lager,https://www.tastings.com/Product-Images/Beer/2019/3_2_2019/227667_z.jpg,The Herkimer Pub & Brewery [ Holeshot Lager ],,"Pale copper color. Aromas of ginger-peach tea and scone with a slightly chewy, crisp, effervescent, dry light-to-medium body and an interesting, medium-length buckwheat blini, roasted pecan, and dried herbs finish. A toothsome, dry and nicely balanced pale",89 Points,5.30%,Crisp & Light & Hoppy,ginger-peach tea and scone,"buckwheat blini, roasted pecan, and dried herbs",,,Now on its own and with food,"Roast Pork, Steak Fajitas, Brie",105
30165,Pilsner,https://www.tastings.com/Product-Images/Beer/2019/3_2_2019/227454_z.jpg,Weihenstephan [ Pilsner ],,"Golden yellow color. Aromas of orange sherbet, biscotti, and iced tea with a glycerous, bright, spritzy, dryish light body and a seamless, swift jasmine tea, digestive biscuit, and grasses finish. A soft and fruity pils.",89 Points,5.10%,Crisp & Light,"orange sherbet, biscotti, and iced tea","jasmine tea, digestive biscuit, and grasses",,,Now on its own,"Chicken Piccata, Cobb Salad, Mild Cheddar",105
30167,Specialty Ales,https://www.tastings.com/Product-Images/Beer/2022/3_19_2022/238747_z.jpg,State of Brewing [ Pumpkin Ale ],,"Bronze color. Toasty aromas and flavors of spicy pumpkin tart, chocolate toffee and mousse, and fig jam on fruit cake with a silky, bright, finely carbonated, fruity medium-to-full body and an even, interesting, medium-long finish with notes of spiced nuts",88 Points,6%,"Malty, Smooth & Mild & Sweet & Fruity","spicy pumpkin tart, chocolate toffee and mousse, and fig jam on fruit cake","Same as aromas with notes of spiced nuts, pumpkin mocha latte, and carob bar",,,Enjoy on its own,"Shepherd’s Pie, Cassoulet, Sauerbraten",130
30168,Fruit-Flavored Hard Seltzer,https://www.tastings.com/Product-Images/Beer/2022/3_19_2022/238748_z.jpg,Vista Bay [ Hard Seltzer Lemonade ],,"Hazy slivery straw color. Aromas and flavors of lime candies, hints of honeycomb, and mango with a supple, crisp, fruity sweet light-to-medium body and an effortless, breezy finish that exhibits notes of lime sherbet, sweet pear, pez candies, and grapefrui",88 Points,5%,Crisp & Light,"lime candies, hints of honeycomb, and mango","Same as aromas with notes of lime sherbet, sweet pear, pez candies, and grapefruit zest",,,in cocktails,,130
30169,Fruit-Flavored Hard Seltzer,https://www.tastings.com/Product-Images/Beer/2022/2_2_2022/238425_z.jpg,Shaker Mixologie [ Fraisilow Seltzer ],,"Silver color. Aromas of lemon candies and tangerine with a supple, bright, fizzy, dry light body and a silky, relaxed hints of mango and apricot jam finish. An easy, citrus-kissed hard seltzer for sunny days.",88 Points,4%,Crisp & Light,lemon candies and tangerine,hints of mango and apricot jam,,,on its own and with food,,130
30170,Fruit-Flavored Hard Seltzer,https://www.tastings.com/Product-Images/Beer/2022/2_2_2022/238426_z.jpg,Shaker Mixologie [ Happy Berry Seltzer ],,"Silver color. Aromas of tropical fruit gummies and raspberry candies with a satiny, soft, fizzy, dryish light body and a smooth, breezy hints of peach-mango and guava finish. A dry, easy tropical Seltzer that hits the mark.",88 Points,4%,Crisp & Light,tropical fruit gummies and raspberry candies,hints of peach-mango and guava,,,on its own and with food,,130
30171,Low-Carb Beer,https://www.tastings.com/Product-Images/Beer/2022/2_2_2022/238962_z.jpg,Suntory Beer Limited [ KINMUGI Toushitsu (Carbohydrates) 75% Off ],,"Gold color. Aromas and flavors of cream of wheat with honey, hints of citrus and herbs, and banana with a satiny, crisp, finely carbonated, dryish medium-to-full body and a warming, breezy finish that presents suggestions of zucchini bread and peppercorns.",88 Points,4%,Spicy & Complex,"cream of wheat with honey, hints of citrus and herbs, and banana",Same as aromas with suggestions of zucchini bread and peppercorns,,,on its own and with food,"Shepherd’s Pie, Cassoulet, Mild Cheddar",130
30172,Munich Helles,https://www.tastings.com/Product-Images/Beer/2021/12_2_2021/238541_z.jpg,Burleigh Brewing Co. [ Blonde Bier Garden ],,"Golden yellow color. Aromas of toast, custard, and snipped chives with a silky, crisp, effervescent, dryish light body and a smooth, interesting, medium-length pickled peach and yeasty dinner rolls finish. A crisp, clean, easy-drinking Helles the wets the ",88 Points,5%,Crisp & Light,"toast, custard, and snipped chives",pickled peach and yeasty dinner rolls,,,on its own and with food,"Pad Thai Chicken, Eggplant Parmesan, Goat Cheese",130
30173,Wheat Ale,https://www.tastings.com/Product-Images/Beer/2021/12_2_2021/238549_z.jpg,Tsingtao Brewing Co. [ Wheat Beer ],,"Yellow straw color. Fruity aromas and flavors of toasted hawaiian bread, corn flakes, and hint of lemon vinaigrette with a satiny, vibrant, finely carbonated, dry-yet-fruity medium body and a seamless, delightful, medium-length finish imparting touches of ",88 Points,4.40%,Malty & Smooth & Mild,"toasted hawaiian bread, corn flakes, and hint of lemon vinaigrette","Same as aromas with touches of water chestnut, radish sprouts, and vanilla cream",,,with food and on its own,"Grilled Salmon, Cobb Salad, Mozzarella",131
30174,Flavored Wheat Beer,https://www.tastings.com/Product-Images/Beer/2021/12_2_2021/238551_z.jpg,Tsingtao Brewing Co. [ Tsingtao Rose Flavored Wheat Beer ],,"Minutely hazy peachy copper color. Aromas of raspberry candies, banana souffle, and hawaiian rolls with a velvety, crisp, petillant, off-dry light body and a smooth, delightful, medium-length smooth taffy, spun sugar, crushed coriander, and honey finish. A",88 Points,3.50%,Sweet & Fruity,"raspberry candies, banana souffle, and hawaiian rolls","smooth taffy, spun sugar, crushed coriander, and honey",,,on its own and with food,"Grilled Salmon, Cobb Salad, Pad Thai Chicken",131
30175,Pilsner,https://www.tastings.com/Product-Images/Beer/2021/12_2_2021/238456_z.jpg,Wild Heaven Beer [ Euro-Style Pilsner ],,"Light gold color. Hoppy aromas and flavors of mango, orange oil, hints of dried pineapple, and pulque with a supple, crisp, finely carbonated, light body and a smooth, amusing, medium-length finish evoking nuances of hints of brazil nut, cane syrup, and fl",88 Points,5.50%,Crisp & Light & Hoppy,"mango, orange oil, hints of dried pineapple, and pulque","Same as aromas with nuances of hints of brazil nut, cane syrup, and fluffy white bread",,,on its own and with food,"Chicken Piccata, Cobb Salad, Mild Cheddar",131
30176,Marzen/Octoberfest,https://www.tastings.com/Product-Images/Beer/2021/11_2_2021/238230_z.jpg,Hofbrau Munchen [ Oktoberfestbier ],,"Old gold color. Aromas of bruleed lemon and hints of orange zest with a crisp, foamy, dry light body and a warming, brisk hints of peanut, fresh bread, and radish finish. A restrained Marzen with citrusy high notes.",88 Points,6.30%,Crisp & Light,bruleed lemon and hints of orange zest,"hints of peanut, fresh bread, and radish",,,with food,"Grilled Beer-Cooked Sausages, Roasted Chicken, Swiss",131
30177,Reduced Calorie Lager,https://www.tastings.com/Product-Images/Beer/2021/9_2_2021/237488_z.jpg,Hofbrau Munchen [ Session Reduced Calorie Lager ],,"Light yellow straw color. Aromas and flavors of soft white bread, corn silk, lemon spritz, and toasty malt with a supple, vibrant, effervescent, dry light body and a smooth, snappy finish that shows suggestions of amaranth and salt. The crisp and balanced,",88 Points,3.30%,Crisp & Light,"soft white bread, corn silk, lemon spritz, and toasty malt",Same as aromas with suggestions of amaranth and salt,,,on its own and with food,"Grilled Beer-Cooked Sausages, Steak Fajitas, Mild Cheddar",131
30178,Pale Lager,https://www.tastings.com/Product-Images/Beer/2021/7_2_2021/236971_z.jpg,Damm Brewery [ Estrella Damm Pale Lager ],,"Pale old gold color. Aromas and flavors of whole wheat cracker and wheat germ with a satiny, crisp, effervescent, dry light body and a sleek, interesting, medium-long finish with notes of peppercorn muffin and cucumber skin. A refreshing, creamy-bodied Lag",88 Points,5.40%,Crisp & Light,whole wheat cracker and wheat germ,Same as aromas with notes of peppercorn muffin and cucumber skin,,,on its own and with food,"Chicken Piccata, Steak Fajitas, Brie",131
30179,Oatmeal Stout,https://www.tastings.com/Product-Images/Beer/2021/7_2_2021/237054_z.jpg,Saint Patrick’s Brewing Company [ Midnight Mocha Stout ],,"Walnut color. Smoky aromas and flavors of charred cashew, steel cut oats, chicory, espresso beans, and grilled Hawaiian bread with a satiny, bright, spritzy, dryish full body and a smooth, interesting, medium-length finish displaying notes of salted dark c",88 Points,7%,Malty & Rich & Heavy,"charred cashew, steel cut oats, chicory, espresso beans, and grilled hawaiian bread",Same as aromas with notes of salted dark chocolate,,,on its own and with food,"Beef Stew, Shepherd’s Pie, Pierre Robert",131
30180,Bock,https://www.tastings.com/Product-Images/Beer/2021/3_2_2021/234751_z.jpg,Brecken [ Bock ],,"Dark copper color. Aromas of buttered black bread, molasses, and chamomile with a slightly chewy, crisp, finely carbonated, dryish light-to-medium body and a seamless, interesting, medium-length hints of sassafras and cacao nibs finish. A rich and chewy Bo",88 Points,4.50%,Rich & Heavy & Malty,"buttered black bread, molasses, and chamomile",hints of sassafras and cacao nibs,,,on its own and with food,"Eggplant Parmesan, Steak Fajitas, Gruyere",131
30181,Pilsner,https://www.tastings.com/Product-Images/Beer/2020/10_19_2020/232865_z.jpg,Wernesgruner Brauerei [ Pils ],,"Pale light gold color. Aromas and flavors of herb scone, cold cultured butter, and lemon zest with a satiny, crisp, effervescent, dryish light body and a smooth, medium-length finish revealing notes of hints of caramel, minerals, and mustard greens. A rock",88 Points,4.90%,Crisp & Light,"herb scone, cold cultured butter, and lemon zest","Same as aromas with notes of hints of caramel, minerals, and mustard greens",,,on its own and with food,"Chicken Piccata, Cobb Salad, Mild Cheddar",131
30182,American Style Pale Ale,https://www.tastings.com/Product-Images/Beer/2020/5_2_2020/230910_z.jpg,Burleigh Brewing Co. [ Burleigh 28 Pale Ale ],,"Light goldcopper color. Aromas of caramelized citrus and nuts, grilled belgian endive, and raw walnut with a satiny, crisp, effervescent, dryish light-to-medium body and a seamless, interesting, medium-length breadsticks, marmite, and caramel finish. A wel",88 Points,4.80%,Hoppy,"caramelized citrus and nuts, grilled belgian endive, and raw walnut","breadsticks, marmite, and caramel",,,on its own and with food,"Sloppy Joe’s, Macaroni & Cheese, Provolone",131
30183,Fruit-Flavored Hard Seltzer,https://www.tastings.com/Product-Images/Beer/2020/4_19_2020/231467_z.jpg,Vista Bay [ Black Cherry Hard Seltzer ],,"Silver color. Aromas and flavors of cherry taffy, hints of circus peanuts, and marzipan with a effervescent, dryish light body and a graceful, medium-length finish. Bold aromas and lasting flavor make this cherry seltzer stand out.",88 Points,5%,Crisp & Light,"cherry taffy, hints of circus peanuts, and marzipan","cherry taffy, hints of circus peanuts, and marzipan",,,on its own and with food,,131
30184,American Style Lager,https://www.tastings.com/Product-Images/Beer/2020/3_2_2020/230605_z.jpg,Chang [ Classic Beer ],,"Brilliant yellow color. Clean, earthy, grainy, sulfurous, rubbery aromas of oregano herb muffin, egg salad sandwich, cake flour, and dried flowers with a soft, crisp, spritzy, dryish light body and a smooth, crisp light anise cookie, bibb lettuce, arugula,",88 Points,5%,Crisp & Light & Smooth & Mild,"oregano herb muffin, egg salad sandwich, cake flour, and dried flowers","light anise cookie, bibb lettuce, arugula, and clementine",,,Enjoy with food,"Grilled Beer-Cooked Sausages, Steak Fajitas, Sharp Cheddar",131
30185,Flavored IPA,https://www.tastings.com/Product-Images/Beer/2020/1_2_2020/230391_z.jpg,Vancouver Island Brewing [ Misthorn Aurora IPA ],,"Bright copper color. Aromas and flavors of candied citrus, panettone with almond icing, and ripe mango with a satiny, crisp, effervescent, dryish medium body and a peppery, medium-length finish revealing impressions of raw radish and arugula finish. A rich",88 Points,6.90%,Rich & Heavy,"candied citrus, panattone with almond icing, and ripe mango",Same as aromas with impressions of raw radish and arugula,,,on its own and with food,"Italian Beef, Tacos, Vintage Cheddar",132
30186,Flavored Porter,https://www.tastings.com/Product-Images/Beer/2019/11_2_2019/230081_z.jpg,Vancouver Island Brewing [ Nanaimo Bar Porter ],,"Mahogany color. Aromas and flavors of Dr. Pepper, cannabis, buttered popcorn, and waffles with syrup with a supple, crisp, spritzy, dryish light body and a smooth, relaxed finish with accents of roasted nuts, peppercorn muffin, black toast, and cocoa puffs",88 Points,6.20%,"Funky, Malty & Rich & Heavy","dr. pepper, cannabis, buttered popcorn, and waffles with syrup","Same as aromas with accents of roasted nuts, peppercorn muffin, black toast, and cocoa puffs in milk",,,on its own and with food,"Beef Stew, Shepherd’s Pie, Beef Stroganoff",132
30187,Flavored Porter,https://www.tastings.com/Product-Images/Beer/2019/10_2_2019/229536_z.jpg,Lexington Brewing & Distilling Co. [ Kentucky Blackberry Barrel Porter ],,"Mahogany in color, with bright aromas of chocolate mousse, raspberry liqueur, cherry cola, and buttered pumpernickel toast. On the palate, vibrant acidity brings in satiny flavors of berry souffle, chocolate, cake, and caramel to a smooth, medium-length fi",88 Points,8.30%,Sweet & Fruity & Spicy & Complex,"chocolate mousse, raspberry liqueur, cherry cola, and buttered pumpernickel toast","berry souffle, chocolate cake, and caramel",,,on its own and with food,"Beef Stew, Shepherd’s Pie, Beef Stroganoff",132
30188,Barrel Aged Ale,https://www.tastings.com/Product-Images/Beer/2019/10_2_2019/229537_z.jpg,Lexington Brewing & Distilling Co. [ Kentucky Tequila Barrel Wheat Ale ],,"Gold in color, with aromas of honey, key lime pie, apple butter, clove, lemon zest, and vanilla spiced nuts. On the palate, crisp acidity brings custard and apple pastry flavors into a medium-length and rich finish. This creamy, spicy, barrel-aged beer wil",88 Points,7.50%,Rich & Heavy & Spicy & Complex,"honey, key lime pie, apple butter, clove, lemon zest, and vanilla spiced nuts",apple pastry and custard,,,on its own and with food,"BBQ Chicken, Ribs, Steak & Potatoes",132
30189,Sour Ale,https://www.tastings.com/Product-Images/Beer/2019/10_2_2019/229476_z.jpg,Vancouver Island Brewing [ Rainshadow Twin City Brewing Collab Sour Ale ],,"Sunburst in color, with vibrant aromas of wild raspberry, cranberry, strawberry tops, and toast. On the palate, crisp acidity brings cherry coulis, berry layer bar, watermelon, and rose petal flavors into a smooth, medium-to-long finish. A vivacious and pu",88 Points,5.50%,"Crisp & Light, Sweet & Fruity & Sour & Tart","wild raspberry, cranberry, strawberry tops, and toast","cherry coulis, berry layer bar, watermelon, and rose petal",,,with food and on its own,"Ceviche, Chicken Caesar Salad, Mascarpone",132
30190,Belgian Style Strong Ale,https://www.tastings.com/Product-Images/Beer/2019/9_19_2019/228285_z.jpg,Unibroue [ Ale Gateau Foret Noire ],,"Hazy dark mahogany color. Aromas of raspberry tart, cola, and sweet tea with a satiny, vibrant, effervescent, fruity medium-to-full body and a warming, medium-length char-toasted pound cake, lemon meringue, and prune finish. A sweet, boozy ale that warms a",88 Points,10.50%,Sweet & Fruity,"raspberry tart, cola, and sweet tea","char-toasted pound cake, lemon meringue, and prune",,,Now on its own and with food,"Pot Roast, Baked Ham, Limburger",132
30191,Belgian Style Strong Ale,https://www.tastings.com/Product-Images/Beer/2019/7_2_2019/228569_z.jpg,The Herkimer Pub & Brewery [ Belgian Golden Strong Ale ],,"Brilliant gold color. Aromas of banana bread and white pepper with a soft, fizzy, dry-yet-fruity light-to-medium body and a graceful, scant banana nut muffin, rosemary oil, and toasted wheat finish. A light Belgian beer with inviting notes of orange marmal",88 Points,9.40%,Crisp & Light & Spicy & Complex,banana bread and white pepper,"banana nut muffin, rosemary oil, and toasted wheat",,,on its own,"Pot Roast, Baked Ham, Limburger",132
